HITId	WorkerId	Input.src	Input.trg	Input.item	hit	sys_id	rid	type	sid	score	time
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	24	SYSTEM	746	84	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	25	SYSTEM	113	35	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	26	BAD_REF	648	85	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	27	REPEAT	673	66	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	28	REF	1022	87	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	29	SYSTEM	443	27	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	30	REF	467	20	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	31	SYSTEM	529	22	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	32	REF	451	93	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	33	REPEAT	182	27	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	34	SYSTEM	108	84	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	35	SYSTEM	1022	58	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	36	SYSTEM	632	87	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	37	SYSTEM	518	24	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	38	SYSTEM	138	92	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	39	SYSTEM	98	65	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	40	BAD_REF	896	89	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	41	SYSTEM	575	21	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	42	SYSTEM	508	85	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	43	SYSTEM	784	22	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	44	SYSTEM	796	87	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	45	SYSTEM	896	16	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	46	REF	567	87	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	47	SYSTEM	64	80	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	48	SYSTEM	688	20	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	49	SYSTEM	408	83	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	50	SYSTEM	173	81	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	51	SYSTEM	411	14	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	52	BAD_REF	890	90	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	53	REPEAT	110	25	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	54	SYSTEM	103	86	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	55	BAD_REF	297	25	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	56	SYSTEM	446	50	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	57	SYSTEM	661	88	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	58	SYSTEM	767	33	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	59	SYSTEM	648	87	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	60	SYSTEM	251	23	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	61	SYSTEM	1034	78	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	62	SYSTEM	451	42	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	63	REF	632	89	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	64	REPEAT	211	24	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	65	SYSTEM	713	77	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	66	SYSTEM	890	14	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	67	SYSTEM	188	81	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	68	REF	293	32	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	69	BAD_REF	111	46	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	70	REPEAT	672	81	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	71	BAD_REF	411	69	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	72	BAD_REF	688	71	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	73	SYSTEM	594	67	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	74	SYSTEM	297	85	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	75	SYSTEM	438	26	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	76	SYSTEM	867	30	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	77	REPEAT	550	52	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	78	BAD_REF	999	57	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	79	SYSTEM	718	59	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	80	SYSTEM	262	50	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	81	REPEAT	1051	72	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	82	SYSTEM	1016	75	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	83	SYSTEM	672	88	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	84	BAD_REF	64	21	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	85	SYSTEM	293	31	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	86	SYSTEM	673	83	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	87	BAD_REF	386	23	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	88	SYSTEM	517	75	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	89	SYSTEM	467	68	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	90	SYSTEM	536	17	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	91	SYSTEM	70	69	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	92	SYSTEM	1012	58	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	93	SYSTEM	999	74	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	94	SYSTEM	111	85	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	95	SYSTEM	1051	33	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	96	SYSTEM	386	52	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	97	SYSTEM	16	90	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	98	SYSTEM	350	40	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0003	en	es	ad	0	all	99	REF	784	87	352
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	0	BAD_REF	111	0	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	1	SYSTEM	331	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	2	SYSTEM	15	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	3	REPEAT	550	44	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	4	BAD_REF	411	44	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	5	REF	1022	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	6	REPEAT	446	97	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	7	SYSTEM	232	25	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	8	SYSTEM	293	25	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	9	SYSTEM	350	29	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	10	SYSTEM	632	29	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	11	SYSTEM	666	62	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	12	SYSTEM	713	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	13	SYSTEM	164	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	14	BAD_REF	64	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	15	REF	784	99	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	16	SYSTEM	297	25	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	17	SYSTEM	567	25	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	18	SYSTEM	517	25	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	19	SYSTEM	408	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	20	SYSTEM	467	13	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	21	SYSTEM	451	91	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	22	SYSTEM	161	49	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	23	SYSTEM	575	22	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	24	SYSTEM	98	14	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	25	SYSTEM	277	15	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	26	REF	138	72	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	27	REF	293	54	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	28	SYSTEM	796	17	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	29	REPEAT	1051	38	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	30	REF	467	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	31	SYSTEM	529	97	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	32	REPEAT	673	51	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	33	REPEAT	672	60	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	34	SYSTEM	188	36	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	35	SYSTEM	64	63	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	36	REF	666	89	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	37	SYSTEM	816	98	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	38	SYSTEM	70	11	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	39	SYSTEM	673	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	40	SYSTEM	775	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	41	SYSTEM	448	7	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	42	SYSTEM	182	7	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	43	SYSTEM	536	7	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	44	SYSTEM	1022	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	45	SYSTEM	890	70	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	46	REPEAT	211	70	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	47	SYSTEM	446	74	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	48	BAD_REF	297	26	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	49	SYSTEM	411	91	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	50	SYSTEM	518	17	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	51	SYSTEM	784	17	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	52	SYSTEM	661	15	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	53	SYSTEM	783	14	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	54	SYSTEM	672	23	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	55	SYSTEM	718	62	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	56	REF	567	63	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	57	SYSTEM	386	63	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	58	SYSTEM	113	63	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	59	REPEAT	182	63	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	60	BAD_REF	648	63	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	61	SYSTEM	1051	0	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	62	SYSTEM	648	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	63	SYSTEM	1016	11	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	64	REF	594	23	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	65	SYSTEM	999	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	66	SYSTEM	111	25	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	67	SYSTEM	103	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	68	SYSTEM	438	60	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	69	REF	451	93	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	70	SYSTEM	211	93	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	71	SYSTEM	16	23	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	72	SYSTEM	550	21	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	73	BAD_REF	386	50	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	74	SYSTEM	688	38	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	75	REPEAT	110	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	76	SYSTEM	262	34	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	77	BAD_REF	890	32	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	78	SYSTEM	138	29	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	79	SYSTEM	867	26	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	80	SYSTEM	108	12	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	81	SYSTEM	883	66	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	82	SYSTEM	896	27	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	83	REPEAT	161	26	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	84	SYSTEM	746	26	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	85	SYSTEM	96	24	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	86	SYSTEM	173	25	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	87	BAD_REF	896	23	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	88	REPEAT	70	15	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	89	SYSTEM	443	36	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	90	SYSTEM	1034	35	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	91	SYSTEM	508	23	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	92	SYSTEM	1012	14	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	93	SYSTEM	251	10	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	94	SYSTEM	594	15	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	95	SYSTEM	110	62	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	96	BAD_REF	688	20	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	97	SYSTEM	767	66	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	98	REF	632	100	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0036	en	es	ad	0	all	99	BAD_REF	999	0	1473
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	0	SYSTEM	784	42	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	1	SYSTEM	718	62	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	2	SYSTEM	1022	100	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	3	SYSTEM	64	79	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	4	BAD_REF	890	79	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	5	SYSTEM	567	24	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	6	SYSTEM	70	24	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	7	SYSTEM	262	34	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	8	SYSTEM	15	27	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	9	REF	467	99	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	10	SYSTEM	575	61	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	11	SYSTEM	408	82	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	12	BAD_REF	688	5	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	13	SYSTEM	775	0	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	14	SYSTEM	251	89	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	15	BAD_REF	999	0	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	16	REF	138	100	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	17	SYSTEM	438	100	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	18	SYSTEM	350	51	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	19	SYSTEM	113	99	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	20	SYSTEM	767	0	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	21	REF	567	48	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	22	REPEAT	211	13	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	23	REF	632	100	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	24	SYSTEM	896	28	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	25	REPEAT	70	49	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	26	BAD_REF	896	7	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	27	SYSTEM	661	46	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	28	SYSTEM	1012	8	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	29	SYSTEM	211	26	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	30	SYSTEM	111	27	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	31	SYSTEM	517	59	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	32	SYSTEM	277	0	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	33	REF	451	100	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	34	BAD_REF	111	100	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	35	SYSTEM	173	93	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	36	SYSTEM	386	74	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	37	SYSTEM	1016	84	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	38	REPEAT	161	13	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	39	SYSTEM	448	11	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	40	SYSTEM	98	66	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	41	REPEAT	673	75	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	42	SYSTEM	182	62	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	43	REPEAT	672	100	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	44	SYSTEM	890	96	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	45	SYSTEM	688	85	2110
391FPZIE4CIANK07ACTBFSM24RAUHC	F0029	en	es	ad	0	all	46	SYSTEM	529	100	2110
