HITId	WorkerId	Input.src	Input.trg	Input.item	hit	sys_id	rid	type	sid	score	time
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	53	SYSTEM	883	98	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	54	REF	632	100	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	55	BAD_REF	386	52	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	56	SYSTEM	173	78	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	57	REPEAT	672	94	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	58	SYSTEM	1012	74	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	59	SYSTEM	890	73	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	60	SYSTEM	408	92	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	61	SYSTEM	297	75	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	62	SYSTEM	767	74	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	63	REPEAT	70	66	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	64	SYSTEM	567	84	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	65	SYSTEM	411	89	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	66	BAD_REF	890	23	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	67	REPEAT	550	81	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	68	SYSTEM	96	59	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	69	SYSTEM	161	72	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	70	SYSTEM	110	100	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	71	REF	784	100	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	72	SYSTEM	796	53	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	73	SYSTEM	816	76	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	74	SYSTEM	518	78	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	75	SYSTEM	293	76	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	76	REPEAT	161	86	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	77	SYSTEM	783	75	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	78	SYSTEM	182	61	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	79	SYSTEM	529	100	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	80	SYSTEM	661	74	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	81	SYSTEM	550	86	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	82	SYSTEM	508	100	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	83	SYSTEM	867	85	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	84	SYSTEM	251	88	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	85	SYSTEM	386	88	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	86	REF	467	100	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	87	REF	1022	100	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	88	SYSTEM	446	100	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	89	SYSTEM	350	77	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	90	SYSTEM	111	75	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	91	BAD_REF	297	52	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	92	SYSTEM	113	99	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	93	SYSTEM	784	93	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	94	SYSTEM	98	57	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	95	BAD_REF	411	49	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	96	SYSTEM	438	100	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	97	SYSTEM	443	86	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	98	SYSTEM	517	77	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0002	en	es	ad	0	all	99	SYSTEM	70	76	3660
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	0	SYSTEM	529	99	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	1	SYSTEM	796	88	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	2	REF	451	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	3	BAD_REF	111	87	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	4	BAD_REF	64	51	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	5	REPEAT	672	95	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	6	BAD_REF	297	50	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	7	REF	594	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	8	SYSTEM	648	99	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	9	SYSTEM	110	99	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	10	SYSTEM	1034	81	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	11	SYSTEM	451	87	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	12	SYSTEM	188	66	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	13	SYSTEM	232	41	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	14	SYSTEM	96	44	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	15	SYSTEM	251	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	16	REPEAT	182	88	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	17	REPEAT	70	78	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	18	REPEAT	110	99	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	19	SYSTEM	1012	64	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	20	SYSTEM	113	91	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	21	BAD_REF	411	59	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	22	SYSTEM	293	96	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	23	REPEAT	550	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	24	SYSTEM	567	91	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	25	SYSTEM	103	97	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	26	BAD_REF	688	96	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	27	SYSTEM	108	49	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	28	SYSTEM	1016	95	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	29	BAD_REF	890	3	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	30	SYSTEM	883	99	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	31	REF	784	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	32	SYSTEM	767	55	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	33	REPEAT	161	98	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	34	SYSTEM	896	79	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	35	SYSTEM	173	94	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	36	SYSTEM	783	91	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	37	SYSTEM	550	99	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	38	REPEAT	211	58	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	39	SYSTEM	784	99	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	40	REF	467	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	41	SYSTEM	111	50	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	42	SYSTEM	138	31	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	43	SYSTEM	632	75	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	44	SYSTEM	536	97	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	45	BAD_REF	896	38	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	46	SYSTEM	408	99	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	47	SYSTEM	517	98	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	48	SYSTEM	98	92	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	49	SYSTEM	816	95	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	50	REF	138	98	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	51	SYSTEM	446	98	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	52	SYSTEM	775	10	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	53	SYSTEM	518	95	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	54	SYSTEM	508	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	55	SYSTEM	350	96	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	56	SYSTEM	575	53	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	57	REF	632	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	58	SYSTEM	594	26	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	59	SYSTEM	15	25	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	60	REPEAT	446	88	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	61	SYSTEM	16	4	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	62	REF	1022	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	63	SYSTEM	746	63	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	64	SYSTEM	443	93	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	65	SYSTEM	211	50	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	66	SYSTEM	331	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	67	SYSTEM	999	65	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	68	SYSTEM	411	96	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	69	SYSTEM	277	2	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	70	SYSTEM	1051	89	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	71	SYSTEM	182	11	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	72	SYSTEM	467	98	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	73	SYSTEM	718	90	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	74	BAD_REF	648	50	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	75	SYSTEM	262	82	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	76	SYSTEM	661	75	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	77	SYSTEM	713	96	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	78	SYSTEM	688	86	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	79	SYSTEM	890	75	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	80	SYSTEM	438	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	81	REF	293	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	82	SYSTEM	1022	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	83	REPEAT	1051	99	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	84	BAD_REF	386	4	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	85	SYSTEM	297	96	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	86	SYSTEM	70	84	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	87	SYSTEM	64	63	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	88	SYSTEM	666	95	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	89	SYSTEM	867	96	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	90	SYSTEM	161	98	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	91	SYSTEM	386	12	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	92	SYSTEM	448	98	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	93	REPEAT	673	95	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	94	SYSTEM	164	97	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	95	SYSTEM	673	98	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	96	REF	666	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	97	SYSTEM	672	96	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	98	REF	567	100	1455
3JGHED38EDNUB4E0744OR03LMAHY70	F0003	en	es	ad	0	all	99	BAD_REF	999	76	1455
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	0	SYSTEM	1039	5	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	1	SYSTEM	357	88	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	2	SYSTEM	658	88	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	3	SYSTEM	853	25	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	4	SYSTEM	614	10	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	5	SYSTEM	185	66	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	6	BAD_REF	887	0	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	7	SYSTEM	701	6	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	8	SYSTEM	221	37	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	9	SYSTEM	971	2	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	10	SYSTEM	847	10	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	11	REPEAT	413	3	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	12	SYSTEM	163	22	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	13	SYSTEM	47	7	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	14	BAD_REF	349	31	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	15	BAD_REF	20	5	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	16	BAD_REF	252	10	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	17	SYSTEM	287	38	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	18	SYSTEM	314	9	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	19	REF	141	94	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	20	SYSTEM	861	17	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	21	REPEAT	185	93	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	22	SYSTEM	948	41	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	23	SYSTEM	799	4	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	24	SYSTEM	887	4	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	25	SYSTEM	686	55	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	26	SYSTEM	760	29	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	27	SYSTEM	715	34	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	28	SYSTEM	854	23	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	29	SYSTEM	381	5	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	30	SYSTEM	755	5	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	31	SYSTEM	735	10	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	32	SYSTEM	798	7	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	33	REPEAT	476	11	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	34	REPEAT	847	11	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	35	SYSTEM	245	68	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	36	REPEAT	686	82	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	37	REPEAT	25	87	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	38	REF	798	100	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	39	SYSTEM	349	92	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	40	BAD_REF	701	15	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	41	SYSTEM	23	24	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	42	SYSTEM	318	80	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	43	SYSTEM	872	6	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	44	SYSTEM	880	46	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	45	SYSTEM	455	43	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	46	REF	245	100	1913
3MDKGGG61QJFQI11EOCXD5BACXFT67	F0017	en	es	ad	1	all	47	SYSTEM	87	11	1913
